ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations,name_zh,description_zh
G0029,Scarlet Mimic,"[Scarlet Mimic](https://attack.mitre.org/groups/G0029) is a threat group that has targeted minority rights activists. This group has not been directly linked to a government source, but the group's motivations appear to overlap with those of the Chinese government. While there is some overlap between IP addresses used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029) and [Putter Panda](https://attack.mitre.org/groups/G0024), it has not been concluded that the groups are the same. (Citation: Scarlet Mimic Jan 2016)",https://attack.mitre.org/groups/G0029,31 May 2017,30 March 2020,1.2,,,,"(Citation: Scarlet Mimic Jan 2016),(Citation: Scarlet Mimic Jan 2016),",猩红色模仿,[Scarlet Mimic]（https://attack.mitre.org/groups/g0029）是一个针对少数权利活动家的威胁群体。该小组没有直接与政府资料联系在一起，但是该小组的动机似乎与中国政府的动机重叠。虽然[Scarlet Mimic]（https://attack.mitre.org/groups/g0029）使用的IP地址之间存在一些重叠，而[Putter Panda]（https://attack.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.org/groups/g0024），，，尚未得出结论，这些小组是相同的。 （引文：猩红色模仿2016年1月）
G1008,SideCopy,"[SideCopy](https://attack.mitre.org/groups/G1008) is a Pakistani threat group that has primarily targeted South Asian countries, including Indian and Afghani government personnel, since at least 2019. [SideCopy](https://attack.mitre.org/groups/G1008)'s name comes from its infection chain that tries to mimic that of [Sidewinder](https://attack.mitre.org/groups/G0121), a suspected Indian threat group.(Citation: MalwareBytes SideCopy Dec 2021)",https://attack.mitre.org/groups/G1008,07 August 2022,20 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,",(Citation: MalwareBytes SideCopy Dec 2021),",副本,[sidecopy]（https://attack.mitre.org/groups/g1008）是一个巴基斯坦威胁集团，主要针对南亚国家，包括印度和阿富汗政府人员在内，至少至少是2019年。 /Attack.mitre.org/groups/g1008)的名称来自其感染链，试图模仿[sidewinder]（https://attack.mitre.org/groups/g0121），这是一个涉嫌的印度威胁小组。 （引文：Malwarebytes副本2021年12月）
G0121,Sidewinder,"[Sidewinder](https://attack.mitre.org/groups/G0121) is a suspected Indian threat actor group that has been active since at least 2012. They have been observed targeting government, military, and business entities throughout Asia, primarily focusing on Pakistan, China, Nepal, and Afghanistan.(Citation: ATT Sidewinder January 2021)(Citation: Securelist APT Trends April 2018)(Citation: Cyble Sidewinder September 2020)",https://attack.mitre.org/groups/G0121,27 January 2021,21 April 2021,1.0,"Daniyal Naeem, BT Security; Lacework Labs","Rattlesnake, T-APT-04","(Citation: Cyble Sidewinder September 2020), (Citation: Cyble Sidewinder September 2020)","(Citation: ATT Sidewinder January 2021),(Citation: Rewterz Sidewinder COVID-19 June 2020),(Citation: Cyble Sidewinder September 2020),(Citation: ATT Sidewinder January 2021),(Citation: Rewterz Sidewinder APT April 2020),",侧球,[sidewinder]（https://attack.mitre.org/groups/g0121）是一个怀疑的印度威胁参与者团体，至少从2012年开始就一直活跃。他们被观察到针对亚洲的政府，军事和商业实体，主要是针对亚洲的，主要是重点关注巴基斯坦，中国，尼泊尔和阿富汗。
G0091,Silence,"[Silence](https://attack.mitre.org/groups/G0091) is a financially motivated threat actor targeting financial institutions in different countries. The group was first seen in June 2016. Their main targets reside in Russia, Ukraine, Belarus, Azerbaijan, Poland and Kazakhstan. They compromised various banking systems, including the Russian Central Bank's Automated Workstation Client, ATMs, and card processing.(Citation: Cyber Forensicator Silence Jan 2019)(Citation: SecureList Silence Nov 2017) ",https://attack.mitre.org/groups/G0091,24 May 2019,02 June 2022,2.1,"Oleg Skulkin, Group-IB",Whisper Spider,(Citation: Crowdstrike GTR2020 Mar 2020),"(Citation: Group IB Silence Sept 2018),(Citation: SecureList Silence Nov 2017),(Citation: Group IB Silence Aug 2019),(Citation: Cyber Forensicator Silence Jan 2019),(Citation: Group IB Silence Sept 2018),(Citation: SecureList Silence Nov 2017),(Citation: Group IB Silence Aug 2019),",安静,[silence]（https://attack.mitre.org/groups/g0091）是一名出于财务动机的威胁行为者，针对不同国家的金融机构。该小组于2016年6月首次出现。他们的主要目标居住在俄罗斯，乌克兰，白俄罗斯，阿塞拜疆，波兰和哈萨克斯坦。他们损害了各种银行系统，包括俄罗斯中央银行的自动化工作站客户，ATM和卡处理。
G0122,Silent Librarian,"[Silent Librarian](https://attack.mitre.org/groups/G0122) is a group that has targeted research and proprietary data at universities, government agencies, and private sector companies worldwide since at least 2013. Members of  [Silent Librarian](https://attack.mitre.org/groups/G0122) are known to have been affiliated with the Iran-based Mabna Institute which has conducted cyber intrusions at the behest of the government of Iran, specifically the Islamic Revolutionary Guard Corps (IRGC).(Citation: DOJ Iran Indictments March 2018)(Citation: Phish Labs Silent Librarian)(Citation: Malwarebytes Silent Librarian October 2020)",https://attack.mitre.org/groups/G0122,03 February 2021,21 April 2021,1.0,,"COBALT DICKENS, TA407","(Citation: Secureworks COBALT DICKENS August 2018)(Citation: Secureworks COBALT DICKENS September 2019)(Citation: Proofpoint TA407 September 2019)(Citation: Malwarebytes Silent Librarian October 2020), (Citation: Proofpoint TA407 September 2019)(Citation: Malwarebytes Silent Librarian October 2020)",",(Citation: Phish Labs Silent Librarian),(Citation: Secureworks COBALT DICKENS September 2019),(Citation: Proofpoint TA407 September 2019),(Citation: Secureworks COBALT DICKENS August 2018),(Citation: Malwarebytes Silent Librarian October 2020),(Citation: DOJ Iran Indictments March 2018),",沉默的图书馆员,[无声图书馆员]（https://attack.mitre.org/groups/g0122）是一个针对大学，政府机构和全球私营部门的研究和专有数据的小组，至少自2013年以来。 ]（https://attack.mitre.org/groups/g0122）已知与伊朗的马布纳学院（Mabna Institute IRGC。
G0083,SilverTerrier,"[SilverTerrier](https://attack.mitre.org/groups/G0083) is a Nigerian threat group that has been seen active since 2014. [SilverTerrier](https://attack.mitre.org/groups/G0083) mainly targets organizations in high technology, higher education, and manufacturing.(Citation: Unit42 SilverTerrier 2018)(Citation: Unit42 SilverTerrier 2016)",https://attack.mitre.org/groups/G0083,29 January 2019,19 May 2020,1.1,,,,"(Citation: Unit42 SilverTerrier 2018),(Citation: Unit42 SilverTerrier 2018),",Silverterrier,[Silverterrier]（https://attack.mitre.org/groups/g0083）是一个尼日利亚威胁小组，自2014年以来一直活跃。针对高科技，高等教育和制造业的组织。
G0054,Sowbug,"[Sowbug](https://attack.mitre.org/groups/G0054) is a threat group that has conducted targeted attacks against organizations in South America and Southeast Asia, particularly government entities, since at least 2015. (Citation: Symantec Sowbug Nov 2017)",https://attack.mitre.org/groups/G0054,16 January 2018,30 March 2020,1.1,"Alan Neville, @abnev",,,"(Citation: Symantec Sowbug Nov 2017),(Citation: Symantec Sowbug Nov 2017),",索布格,[Sowbug]（https://attack.mitre.org/groups/g0054）是一个威胁团体，对南美和东南亚的组织进行了针对性的攻击，特别是政府实体，至少从2015年开始进行。（引用：Symantec Sowbug： 2017年11月）
G0038,Stealth Falcon,"[Stealth Falcon](https://attack.mitre.org/groups/G0038) is a threat group that has conducted targeted spyware attacks against Emirati journalists, activists, and dissidents since at least 2012. Circumstantial evidence suggests there could be a link between this group and the United Arab Emirates (UAE) government, but that has not been confirmed. (Citation: Citizen Lab Stealth Falcon May 2016)",https://attack.mitre.org/groups/G0038,31 May 2017,23 November 2020,1.2,,,,",(Citation: Citizen Lab Stealth Falcon May 2016),",Stealth Falcon,[Stealth Falcon]（https://attack.mitre.org/groups/g0038）是一个威胁小组，至少从2012年起对阿联酋新闻工作者，激进主义者和持不同政见者进行了针对性的间谍袭击。在这个团体与阿拉伯联合酋长国（阿联酋）政府之间，但尚未得到证实。 （引文：公民实验室Stealth Falcon 2016年5月）
G0041,Strider,"[Strider](https://attack.mitre.org/groups/G0041) is a threat group that has been active since at least 2011 and has targeted victims in Russia, China, Sweden, Belgium, Iran, and Rwanda.(Citation: Symantec Strider Blog)(Citation: Kaspersky ProjectSauron Blog)",https://attack.mitre.org/groups/G0041,31 May 2017,29 June 2020,1.1,,ProjectSauron,ProjectSauron is used to refer both to the threat group also known as G0041 as well as the malware platform also known as S0125. (Citation: Kaspersky ProjectSauron Blog) (Citation: Kaspersky ProjectSauron Full Report),"(Citation: Kaspersky ProjectSauron Blog),(Citation: Symantec Strider Blog),(Citation: Kaspersky ProjectSauron Blog),(Citation: Kaspersky ProjectSauron Full Report),",Strider,[Strider]（https://attack.mitre.org/groups/g0041）是一个威胁团体，至少从2011年起就一直活跃，并针对俄罗斯，中国，瑞典，比利时，伊朗和卢旺达的受害者（引文：Symantec Strider博客）（引用：Kaspersky Projectsauron博客）
G0039,Suckfly,[Suckfly](https://attack.mitre.org/groups/G0039) is a China-based threat group that has been active since at least 2014. (Citation: Symantec Suckfly March 2016),https://attack.mitre.org/groups/G0039,31 May 2017,15 April 2022,1.1,,,,"(Citation: Symantec Suckfly May 2016),(Citation: Symantec Suckfly March 2016),(Citation: Symantec Suckfly May 2016),(Citation: Symantec Suckfly March 2016),",吮吸,[suckfly]（https://attack.mitre.org/groups/g0039）是一个基于中国的威胁群体，至少从2014年开始就一直活跃。（引用：Symantec Suckfly 2016年3月）
G0062,TA459,"[TA459](https://attack.mitre.org/groups/G0062) is a threat group believed to operate out of China that has targeted countries including Russia, Belarus, Mongolia, and others. (Citation: Proofpoint TA459 April 2017)",https://attack.mitre.org/groups/G0062,18 April 2018,30 March 2020,1.1,"Valerii Marchuk, Cybersecurity Help s.r.o.",,,"(Citation: Proofpoint TA459 April 2017),(Citation: Proofpoint TA459 April 2017),",TA459,[TA459]（https://attack.mitre.org/groups/g0062）是一个被认为是在中国运作的威胁组织，该组织针对包括俄罗斯，白俄罗斯，蒙古等人在内的国家。 （引用：Proofpoint TA459 2017年4月）
G0092,TA505,"[TA505](https://attack.mitre.org/groups/G0092) is a cyber criminal group that has been active since at least 2014. [TA505](https://attack.mitre.org/groups/G0092) is known for frequently changing malware, driving global trends in criminal malware distribution, and ransomware campaigns involving [Clop](https://attack.mitre.org/software/S0611).(Citation: Proofpoint TA505 Sep 2017)(Citation: Proofpoint TA505 June 2018)(Citation: Proofpoint TA505 Jan 2019)(Citation: NCC Group TA505)(Citation: Korean FSI TA505 2020)",https://attack.mitre.org/groups/G0092,28 May 2019,13 October 2022,2.0,,Hive0065,(Citation: IBM TA505 April 2020),"(Citation: BlackBerry Amadey 2020),(Citation: Proofpoint TA505 Sep 2017),(Citation: Proofpoint TA505 October 2019),(Citation: Deep Instinct TA505 Apr 2019),(Citation: NCC Group TA505),(Citation: Unit42 Clop April 2021),(Citation: IBM TA505 April 2020),(Citation: Proofpoint TA505 June 2018),(Citation: Proofpoint TA505 Mar 2018),(Citation: Trend Micro TA505 June 2019),(Citation: Cybereason TA505 April 2019),(Citation: Cybereason Clop Dec 2020),(Citation: Korean FSI TA505 2020),(Citation: Proofpoint TA505 Jan 2019),(Citation: Proofpoint TA505 Sep 2017),(Citation: ProofPoint SettingContent-ms July 2018),(Citation: Proofpoint TA505 October 2019),(Citation: Deep Instinct TA505 Apr 2019),(Citation: TrendMicro TA505 Aug 2019),(Citation: NCC Group TA505),(Citation: IBM TA505 April 2020),(Citation: Proofpoint TA505 June 2018),(Citation: Proofpoint TA505 Mar 2018),(Citation: Trend Micro TA505 June 2019),(Citation: Cybereason TA505 April 2019),(Citation: Korean FSI TA505 2020),(Citation: Proofpoint TA505 Jan 2019),",TA505,[TA505]（https://attack.mitre.org/groups/g0092）是一个网络犯罪集团，至少从2014年起就一直活跃。以经常更改恶意软件，推动刑事恶意软件发行的全球趋势以及涉及[clop]（https://attack.mitre.org/software/s0611）的勒索软件活动而闻名。 TA505 2018年6月）（引文：Proofpoint TA505 2019年1月）（引文：NCC Group TA505）（引用：韩国FSI TA505 2020）
G0127,TA551,"[TA551](https://attack.mitre.org/groups/G0127) is a financially-motivated threat group that has been active since at least 2018. (Citation: Secureworks GOLD CABIN) The group has primarily targeted English, German, Italian, and Japanese speakers through email-based malware distribution campaigns. (Citation: Unit 42 TA551 Jan 2021)",https://attack.mitre.org/groups/G0127,19 March 2021,30 September 2021,1.1,"Ryo Tamura, SecureBrain Corporation; Shotaro Hamamoto, NEC Solution Innovators, Ltd; Shuhei Sasada, Cyber Defense Institute, Inc; Takuma Matsumoto, LAC Co., Ltd; Yusuke Niwa, ITOCHU Corporation","GOLD CABIN, Shathak","(Citation: Secureworks GOLD CABIN), (Citation: Unit 42 Valak July 2020)(Citation: Unit 42 TA551 Jan 2021)","(Citation: Unit 42 TA551 Jan 2021),(Citation: Cybereason Valak May 2020),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: ATT QakBot April 2021),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: Unit 42 TA551 Jan 2021),",TA551,[TA551]（https://attack.mitre.org/groups/g0127）是一个财务上的威胁集团，至少从2018年开始就一直活跃。意大利语和日本发言人通过基于电子邮件的恶意软件发行活动。 （引用：42单元TA551 2021年1月）
G0088,TEMP.Veles,"[TEMP.Veles](https://attack.mitre.org/groups/G0088) is a Russia-based threat group that has targeted critical infrastructure. The group has been observed utilizing [TRITON](https://attack.mitre.org/software/S0609), a malware framework designed to manipulate industrial safety systems.(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018)(Citation: FireEye TEMP.Veles JSON April 2019)",https://attack.mitre.org/groups/G0088,16 April 2019,24 May 2022,1.3,Dragos  Threat  Intelligence,XENOTIME,"The activity group XENOTIME, as defined by Dragos, has overlaps with activity reported upon by FireEye about TEMP.Veles as well as the actors behind [TRITON](https://attack.mitre.org/software/S0609) .(Citation: Dragos Xenotime 2018)(Citation: Pylos Xenotime 2019)(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018 )","(Citation: FireEye TRITON 2019),(Citation: Dragos Xenotime 2018),(Citation: FireEye TRITON 2019),(Citation: FireEye TEMP.Veles 2018),",temp.veveles,[temp.veles]（https://attack.mitre.org/groups/g0088）是一个基于俄罗斯的威胁集团，针对关键基础设施。已经观察到该小组使用[triton]（https://attack.mitre.org/software/s0609），这是一种旨在操纵工业安全系统的恶意软件框架。 ）（引用：FireEye Temp.vevles JSON 2019年4月）
G0139,TeamTNT,[TeamTNT](https://attack.mitre.org/groups/G0139) is a threat group that has primarily targeted cloud and containerized environments. The group as been active since at least October 2019 and has mainly focused its efforts on leveraging cloud and container resources to deploy cryptocurrency miners in victim environments.(Citation: Palo Alto Black-T October 2020)(Citation: Lacework TeamTNT May 2021)(Citation: Intezer TeamTNT September 2020)(Citation: Cado Security TeamTNT Worm August 2020)(Citation: Unit 42 Hildegard Malware)(Citation: Trend Micro TeamTNT)(Citation: ATT TeamTNT Chimaera September 2020)(Citation: Aqua TeamTNT August 2020)(Citation: Intezer TeamTNT Explosion September 2021),https://attack.mitre.org/groups/G0139,01 October 2021,19 October 2022,1.2,"Darin Smith, Cisco; Will Thomas, Cyjax",,,"(Citation: ATT TeamTNT Chimaera September 2020),(Citation: TeamTNT Cloud Enumeration),(Citation: Palo Alto Black-T October 2020),(Citation: Unit 42 Hildegard Malware),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: Lacework TeamTNT May 2021),(Citation: ATT TeamTNT Chimaera September 2020),(Citation: Palo Alto Black-T October 2020),(Citation: Trend Micro TeamTNT),(Citation: Aqua TeamTNT August 2020),(Citation: Intezer TeamTNT September 2020),(Citation: Cisco Talos Intelligence Group),(Citation: Unit 42 Hildegard Malware),",Teamtnt,[teamtnt]（https://attack.mitre.org/groups/g0139）是一个威胁组，主要针对云和容器化环境。该小组至少从2019年10月开始就一直活跃起来，并主要将其努力集中在利用云和容器资源来部署受害者环境中的加密货币矿工。引用：Intezer Teamtnt 2020年9月）（引文：Cado Security Teamtnt蠕虫2020年8月）（引用：42单元Hildegard恶意软件）（引用：趋势Micro Teamtnt）（引用：att Teamtnt Chimaera 2020年9月）引用：Intezer Teamtnt爆炸2021年9月）
G0089,The White Company,"[The White Company](https://attack.mitre.org/groups/G0089) is a likely state-sponsored threat actor with advanced capabilities. From 2017 through 2018, the group led an espionage campaign called Operation Shaheen targeting government and military organizations in Pakistan.(Citation: Cylance Shaheen Nov 2018)",https://attack.mitre.org/groups/G0089,02 May 2019,30 March 2020,1.1,,,,"(Citation: Cylance Shaheen Nov 2018),(Citation: Cylance Shaheen Nov 2018),",白色公司,[白人公司]（https://attack.mitre.org/groups/g0089）是一位具有高级能力的国家主张的威胁参与者。从2017年到2018年，该小组领导了一项名为Shaheen行动的间谍活动，该行动针对巴基斯坦的政府和军​​事组织（引文：Cylance Shaheen 2018年11月）
G0028,Threat Group-1314,[Threat Group-1314](https://attack.mitre.org/groups/G0028) is an unattributed threat group that has used compromised credentials to log into a victim's remote access infrastructure. (Citation: Dell TG-1314),https://attack.mitre.org/groups/G0028,31 May 2017,19 March 2020,1.1,,TG-1314,(Citation: Dell TG-1314),"(Citation: Dell TG-1314),(Citation: Dell TG-1314),",威胁组1314,[theation group-1314]（https://attack.mitre.org/groups/g0028）是一个未属于的威胁组，已使用折衷的凭据将其登录到受害者的远程访问基础架构中。 （引文：戴尔TG-1314）
G0027,Threat Group-3390,"[Threat Group-3390](https://attack.mitre.org/groups/G0027) is a Chinese threat group that has extensively used strategic Web compromises to target victims.(Citation: Dell TG-3390) The group has been active since at least 2010 and has targeted organizations in the aerospace, government, defense, technology, energy, manufacturing and gambling/betting sectors.(Citation: SecureWorks BRONZE UNION June 2017)(Citation: Securelist LuckyMouse June 2018)(Citation: Trend Micro DRBControl February 2020)",https://attack.mitre.org/groups/G0027,31 May 2017,11 April 2022,2.0,"Daniyal Naeem, BT Security; Kyaw Pyiyt Htet, @KyawPyiytHtet","APT27, BRONZE UNION, Earth Smilodon, Emissary Panda, Iron Tiger, LuckyMouse, TG-3390","(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: SecureWorks BRONZE UNION June 2017)(Citation: Nccgroup Emissary Panda May 2018), (Citation: Trend Micro Iron Tiger April 2021), (Citation: Gallagher 2015)(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Unit42 Emissary Panda May 2019)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Dell TG-3390)(Citation: Nccgroup Emissary Panda May 2018)(Citation: Hacker News LuckyMouse June 2018)","(Citation: Dell TG-3390),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Trend Micro DRBControl February 2020),(Citation: Securelist LuckyMouse June 2018),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Talent-Jump Clambling February 2020),(Citation: Profero APT27 December 2020),(Citation: Secureworks BRONZEUNION Feb 2019),(Citation: Hacker News LuckyMouse June 2018),(Citation: Nccgroup Emissary Panda May 2018),(Citation: Unit42 Emissary Panda May 2019),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Dell TG-3390),(Citation: Trend Micro DRBControl February 2020),(Citation: Securelist LuckyMouse June 2018),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Profero APT27 December 2020),(Citation: Hacker News LuckyMouse June 2018),(Citation: Nccgroup Emissary Panda May 2018),(Citation: Gallagher 2015),(Citation: Unit42 Emissary Panda May 2019),",威胁组3390,[theat teht group-3390]（https://attack.mitre.org/groups/g0027）是一个中国威胁小组，已广泛使用战略网络妥协来针对受害者。至少从2010年开始，并且一直针对航空航天，政府，国防，技术，能源，制造和赌博/博彩部门的组织。 2020年2月）
G0076,Thrip,"[Thrip](https://attack.mitre.org/groups/G0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the U.S. and Southeast Asia. The group uses custom malware as well as ""living off the land"" techniques. (Citation: Symantec Thrip June 2018)",https://attack.mitre.org/groups/G0076,17 October 2018,12 October 2021,1.2,,,,"(Citation: Symantec Thrip June 2018),(Citation: Symantec Thrip June 2018),",戏,[THRIP]（https://attack.mitre.org/groups/g0076）是一个间谍集团，针对美国和东亚的卫星通信，电信和国防承包商公司。该小组使用自定义恶意软件以及“靠土地生活”技术。 （引文：Symantec Thrip 2018年6月）
G0131,Tonto Team,"[Tonto Team](https://attack.mitre.org/groups/G0131) is a suspected Chinese state-sponsored cyber espionage threat group that has primarily targeted South Korea, Japan, Taiwan, and the United States since at least 2009; by 2020 they expanded operations to include other Asian as well as Eastern European countries. [Tonto Team](https://attack.mitre.org/groups/G0131) has targeted government, military, energy, mining, financial, education, healthcare, and technology organizations, including through the Heartbeat Campaign (2009-2012) and Operation Bitter Biscuit (2017).(Citation: Kaspersky CactusPete Aug 2020)(Citation: ESET Exchange Mar 2021)(Citation: FireEye Chinese Espionage October 2019)(Citation: ARS Technica China Hack SK April 2017)(Citation: Trend Micro HeartBeat Campaign January 2013)(Citation: Talos Bisonal 10 Years March 2020)",https://attack.mitre.org/groups/G0131,05 May 2021,27 January 2022,1.1,,"BRONZE HUNTLEY, CactusPete, Earth Akhlut, Karma Panda","(Citation: Secureworks BRONZE HUNTLEY ), (Citation: Kaspersky CactusPete Aug 2020), (Citation: TrendMicro Tonto Team October 2020), (Citation: Kaspersky CactusPete Aug 2020)(Citation: CrowdStrike Manufacturing Threat July 2020)","(Citation: TrendMicro Tonto Team October 2020),(Citation: Talos Bisonal Mar 2020),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Secureworks BRONZE HUNTLEY ),(Citation: TrendMicro Tonto Team October 2020),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Talos Bisonal 10 Years March 2020),(Citation: Talos Bisonal Mar 2020),(Citation: ESET Exchange Mar 2021),",Tonto团队,[tonto团队]（https://attack.mitre.org/groups/g0131）是一个怀疑的中国国家支持的网络间谍组织，主要针对韩国，日本，台湾和美国以来至少针对2009年。到2020年，他们将业务扩展到包括其他亚洲和东欧国家。 [Tonto团队]（https://attack.mitre.org/groups/g0131）针对政府，军事，能源，采矿，金融，教育，医疗保健和技术组织，包括通过Heartbeat运动（2009-2012）和苦味饼干行动（2017年）。 2013年1月）（引文：Talos Byaral 10年2020年3月10年）
G0134,Transparent Tribe,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) is a suspected Pakistan-based threat group that has been active since at least 2013, primarily targeting diplomatic, defense, and research organizations in India and Afghanistan.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021)",https://attack.mitre.org/groups/G0134,02 September 2021,22 September 2022,1.1,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","APT36, COPPER FIELDSTONE, Mythic Leopard, ProjectM","(Citation: Talos Transparent Tribe May 2021), (Citation: Secureworks COPPER FIELDSTONE Profile), (Citation: Crowdstrike Mythic Leopard Profile)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021), (Citation: Unit 42 ProjectM March 2016)(Citation: Kaspersky Transparent Tribe August 2020)","(Citation: Unit 42 ProjectM March 2016),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Talos Oblique RAT March 2021),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Unit 42 ProjectM March 2016),(Citation: Talos Oblique RAT March 2021),(Citation: Kaspersky Transparent Tribe August 2020),(Citation: Talos Transparent Tribe May 2021),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)",透明部落,[透明部落]（https://attack.mitre.org/groups/g0134）是一个涉嫌的基于巴基斯坦的威胁集团，至少从2013年起就一直活跃，主要针对印度和阿富汗的外交，国防和研究组织。 （引用：校对行动透明部落2016年3月）（引文：卡巴斯基透明部落2020年8月）（引文：Talos透明部落2021年5月）
G0081,Tropic Trooper,"[Tropic Trooper](https://attack.mitre.org/groups/G0081) is an unaffiliated threat group that has led targeted campaigns against targets in Taiwan, the Philippines, and Hong Kong. [Tropic Trooper](https://attack.mitre.org/groups/G0081) focuses on targeting government, healthcare, transportation, and high-tech industries and has been active since 2011.(Citation: TrendMicro Tropic Trooper Mar 2018)(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper May 2020)",https://attack.mitre.org/groups/G0081,29 January 2019,26 April 2021,1.4,Bart Parys; Edward Millington,"KeyBoy, Pirate Panda","(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper Mar 2018), (Citation: Crowdstrike Pirate Panda April 2020)","(Citation: Recorded Future RedEcho Feb 2021),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: TrendMicro TropicTrooper 2015),(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: CitizenLab Tropic Trooper Aug 2018),(Citation: TrendMicro Tropic Trooper Mar 2018),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: Anomali Pirate Panda April 2020),(Citation: TrendMicro TropicTrooper 2015),(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: CitizenLab Tropic Trooper Aug 2018),(Citation: TrendMicro Tropic Trooper Mar 2018),(Citation: PWC KeyBoys Feb 2017),(Citation: CitizenLab KeyBoy Nov 2016),",热带骑兵,[Tropic Trooper]（https://attack.mitre.org/groups/g0081）是一个不隶属的威胁组织，领导了针对台湾，菲律宾和香港目标的目标运动。 [Tropic Trooper]（https://attack.mitre.org/groups/g0081）着重于针对政府，医疗保健，运输和高科技行业，自2011年以来一直活跃。引用：2016年11月42日，第42单元热带骑兵）（引文：2020年5月的Trendmicro Tropic Trooper）
