ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations,name_zh,description_zh
S0585,Kerrdown,[Kerrdown](https://attack.mitre.org/software/S0585) is a custom downloader that has been used by [APT32](https://attack.mitre.org/groups/G0050) since at least 2018 to install spyware from a server on the victim's network.(Citation: Amnesty Intl. Ocean Lotus February 2021)(Citation: Unit 42 KerrDown February 2019),https://attack.mitre.org/software/S0585,02 March 2021,15 October 2021,2.0,,Windows,,malware,"(Citation: Unit 42 KerrDown February 2019),(Citation: Amnesty Intl. Ocean Lotus February 2021),,(Citation: Unit 42 KerrDown February 2019),(Citation: Amnesty Intl. Ocean Lotus February 2021)",克尔当,[Kerrdown]（https://attack.mitre.org/software/s0585）是一个自定义下载器，自从至少2018年以来，[apt32]（https://attpps：//attpps://attack.mitre.org/groups/g0050）从受害者网络上的服务器安装间谍软件。
S0487,Kessel,"[Kessel](https://attack.mitre.org/software/S0487) is an advanced version of OpenSSH which acts as a custom backdoor, mainly acting to steal credentials and function as a bot. [Kessel](https://attack.mitre.org/software/S0487) has been active since its C2 domain began resolving in August 2018.(Citation: ESET ForSSHe December 2018)",https://attack.mitre.org/software/S0487,16 July 2020,10 August 2020,1.0,,Linux,,malware,",,(Citation: ESET ForSSHe December 2018)",凯瑟尔,[kessel]（https://attack.mitre.org/software/s0487）是OpenSSH的高级版本，它充当自定义后门，主要是在窃取凭据和功能作为机器人。 [Kessel]（https://attack.mitre.org/software/s0487）自2018年8月开始解决其C2域以来一直活跃。（引用：Eset Forsshe 2018年12月）
S1020,Kevin,"[Kevin](https://attack.mitre.org/software/S1020) is a backdoor implant written in C++ that has been used by [HEXANE](https://attack.mitre.org/groups/G1001) since at least June 2020, including in operations against organizations in Tunisia.(Citation: Kaspersky Lyceum October 2021)",https://attack.mitre.org/software/S1020,14 June 2022,31 August 2022,1.0,,Windows,,malware,"(Citation: Kaspersky Lyceum October 2021),,(Citation: Kaspersky Lyceum October 2021)",凯文,[kevin]（https://attack.mitre.org/software/s1020）是一种以C ++编写的后期植入物，自从[hexane]（https://attack.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.org/groups/g1001）以来至少2020年6月，包括针对突尼斯组织的行动。（引文：Kaspersky Lyceum 2021年10月）
S0387,KeyBoy,[KeyBoy](https://attack.mitre.org/software/S0387) is malware that has been used in targeted campaigns against members of the Tibetan Parliament in 2016.(Citation: CitizenLab KeyBoy Nov 2016)(Citation: PWC KeyBoys Feb 2017),https://attack.mitre.org/software/S0387,14 June 2019,09 February 2021,1.2,Bart Parys,Windows,,malware,"(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: CitizenLab Tropic Trooper Aug 2018),,(Citation: PWC KeyBoys Feb 2017),(Citation: CitizenLab KeyBoy Nov 2016),(Citation: Rapid7 KeyBoy Jun 2013)",关键小子,[keyboy]（https://attack.mitre.org/software/s0387）是恶意软件，已在针对藏族议会议员的针对性运动中用于2016年。 2017）
S0276,Keydnap,This piece of malware steals the content of the user's keychain while maintaining a permanent backdoor  (Citation: OSX Keydnap malware).,https://attack.mitre.org/software/S0276,17 October 2018,17 October 2021,1.2,,macOS,OSX/Keydnap,malware,",,(Citation: synack 2016 review),(Citation: OSX Keydnap malware)",keydnap,这款恶意软件在维护永久后门的同时窃取了用户钥匙扣的内容（引用：OSX键DNAP恶意软件）。
S0607,KillDisk,[KillDisk](https://attack.mitre.org/software/S0607) is a disk-wiping tool designed to overwrite files with random data to render the OS unbootable. It was first observed as a component of [BlackEnergy](https://attack.mitre.org/software/S0089) malware during cyber attacks against Ukraine in 2015. [KillDisk](https://attack.mitre.org/software/S0607) has since evolved into stand-alone malware used by a variety of threat actors against additional targets in Europe and Latin America; in 2016 a ransomware component was also incorporated into some [KillDisk](https://attack.mitre.org/software/S0607) variants.(Citation: KillDisk Ransomware)(Citation: ESEST Black Energy Jan 2016)(Citation: Trend Micro KillDisk 1)(Citation: Trend Micro KillDisk 2),https://attack.mitre.org/software/S0607,20 January 2021,11 May 2022,1.1,,"Linux, Windows","Win32/KillDisk.NBB, Win32/KillDisk.NBC, Win32/KillDisk.NBD, Win32/KillDisk.NBH, Win32/KillDisk.NBI",malware,"(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: ESET Lazarus KillDisk April 2018),(Citation: Secureworks IRON VIKING ),,(Citation: Trend Micro KillDisk 2),(Citation: ESEST Black Energy Jan 2016),(Citation: ESET Telebots Dec 2016),(Citation: KillDisk Ransomware),(Citation: Trend Micro KillDisk 1)",Killdisk,[killdisk]（https://attack.mitre.org/software/s0607）是一种磁盘播放工具，旨在覆盖具有随机数据的文件，以使OS无法引导。首先被视为[BlackEnergy]（https://attack.mitre.org/software/s0089）在2015年对乌克兰进行网络攻击期间的恶意软件的组成部分。 /s0607）从那以后，各种威胁行为者对欧洲和拉丁美洲的其他目标进行了独立的恶意软件； 2016年，还将勒索软件组件合并到一些[killdisk]（https://attack.mitre.org/software/s0607）中。 KILLDISK 1）（引用：趋势微型Killdisk 2）
S0599,Kinsing,[Kinsing](https://attack.mitre.org/software/S0599) is Golang-based malware that runs a cryptocurrency miner and attempts to spread itself to other hosts in the victim environment. (Citation: Aqua Kinsing April 2020)(Citation: Sysdig Kinsing November 2020)(Citation: Aqua Security Cloud Native Threat Report June 2021),https://attack.mitre.org/software/S0599,06 April 2021,26 August 2021,1.1,Center for Threat-Informed Defense (CTID),"Containers, Linux",,malware,",,(Citation: Aqua Kinsing April 2020),(Citation: Sysdig Kinsing November 2020)",亲属,[Kinsing]（https://attack.mitre.org/software/s0599）是基于Golang的恶意软件，它运行了加密货币矿工，并试图在受害者环境中传播到其他主机。 （引文：2020年4月的水上亲属）（引文：Sysdig Kinsing 2020年11月）（引文：Aqua Security Cloud Native Threst报告2021年6月）
S0437,Kivars,"[Kivars](https://attack.mitre.org/software/S0437) is a modular remote access tool (RAT), derived from the Bifrost RAT, that was used by [BlackTech](https://attack.mitre.org/groups/G0098) in a 2010 campaign.(Citation: TrendMicro BlackTech June 2017)",https://attack.mitre.org/software/S0437,06 May 2020,03 June 2020,1.0,,Windows,,malware,"(Citation: Symantec Palmerworm Sep 2020),(Citation: TrendMicro BlackTech June 2017),,(Citation: TrendMicro BlackTech June 2017)",Kivars,[kivars]（https://attack.mitre.org/software/s0437）是一种模块化远程访问工具（RAT），衍生自[BlackTps：///attack.mitre]使用，该工具来自Bifrost Rat。 org/groups/g0098）在2010年的运动中。
S0250,Koadic,"[Koadic](https://attack.mitre.org/software/S0250) is a Windows post-exploitation framework and penetration testing tool that is publicly available on GitHub. [Koadic](https://attack.mitre.org/software/S0250) has several options for staging payloads and creating implants, and performs most of its operations using Windows Script Host.(Citation: Github Koadic)(Citation: Palo Alto Sofacy 06-2018)(Citation: MalwareBytes LazyScripter Feb 2021)",https://attack.mitre.org/software/S0250,17 October 2018,06 April 2022,2.0,,Windows,,tool,"(Citation: Palo Alto Sofacy 06-2018),(Citation: ATT Sidewinder January 2021),(Citation: Reaqta MuddyWater November 2017),(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: TrendMicro POWERSTATS V3 June 2019),,(Citation: Github Koadic),(Citation: MalwareBytes LazyScripter Feb 2021)",Koadic,[koadic]（https://attack.mitre.org/software/s0250）是Windows post-exploitation框架和渗透测试工具，可在GitHub上公开使用。 [koadic]（https://attack.mitre.org/software/s0250）有几种用于登台有效载荷和创建植入物的选项，并使用Windows脚本主机执行大部分操作。 Sofacy 06-2018）（引文：Malwarebytes Lazyscripter 2021年2月）
S0641,Kobalos,"[Kobalos](https://attack.mitre.org/software/S0641) is a multi-platform backdoor that can be used against Linux, FreeBSD, and Solaris. [Kobalos](https://attack.mitre.org/software/S0641) has been deployed against high profile targets, including high-performance computers, academic servers, an endpoint security vendor, and a large internet service provider; it has been found in Europe, North America, and Asia. [Kobalos](https://attack.mitre.org/software/S0641) was first identified in late 2019.(Citation: ESET Kobalos Feb 2021)(Citation: ESET Kobalos Jan 2021)",https://attack.mitre.org/software/S0641,24 August 2021,25 October 2021,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",Linux,,malware,",,(Citation: ESET Kobalos Feb 2021),(Citation: ESET Kobalos Jan 2021)",科巴洛斯,[Kobalos]（https://attack.mitre.org/software/s0641）是一个多平台的后门，可用于Linux，FreeBSD和Solaris。 [kobalos]（https://attack.mitre.org/software/s0641）已针对高调目标部署，包括高性能计算机，学术服务器，端点安全供应商和大型互联网服务提供商；它已在欧洲，北美和亚洲发现。 [Kobalos]（https://attack.mitre.org/software/s0641）于2019年底首次确定。
S0162,Komplex,[Komplex](https://attack.mitre.org/software/S0162) is a backdoor that has been used by [APT28](https://attack.mitre.org/groups/G0007) on OS X and appears to be developed in a similar manner to [XAgentOSX](https://attack.mitre.org/software/S0161) (Citation: XAgentOSX 2017) (Citation: Sofacy Komplex Trojan).,https://attack.mitre.org/software/S0162,14 December 2017,30 March 2020,1.1,,macOS,,malware,"(Citation: Sofacy Komplex Trojan),(Citation: Secureworks IRON TWILIGHT Active Measures March 2017),(Citation: XAgentOSX 2017),,(Citation: Sofacy Komplex Trojan)",Komplex,[komplex]（https://attack.mitre.org/software/s0162）是一个后门，在OS​​ X上已被[APT28]（https://attack.mitre.org/groups/g0007）使用以与[Xagentosx]（https://attack.mitre.org/software/s0161）相似的方式开发（引用：Xagentosx 2017）（引用：Sofacy Komplex trojan）。
S0236,Kwampirs,[Kwampirs](https://attack.mitre.org/software/S0236) is a backdoor Trojan used by [Orangeworm](https://attack.mitre.org/groups/G0071). It has been found on machines which had software installed for the use and control of high-tech imaging devices such as X-Ray and MRI machines. (Citation: Symantec Orangeworm April 2018),https://attack.mitre.org/software/S0236,17 October 2018,18 March 2020,1.1,"Elger Vinicius S. Rodrigues, @elgervinicius, CYBINT Centre",Windows,,malware,"(Citation: Symantec Orangeworm April 2018),,(Citation: Symantec Orangeworm April 2018),(Citation: Symantec Security Center Trojan.Kwampirs)",夸邦,[kwampirs]（https://attack.mitre.org/software/s0236）是[Orangeworm]（https://attack.mitre.org.org/groups/g0071）使用的后门木马。它已经在安装软件的机器上找到，用于使用和控制高科技成像设备，例如X射线和MRI机器。 （引文：赛门铁克橙虫2018年4月）
S0042,LOWBALL,[LOWBALL](https://attack.mitre.org/software/S0042) is malware used by [admin@338](https://attack.mitre.org/groups/G0018). It was used in August 2015 in email messages targeting Hong Kong-based media organizations. (Citation: FireEye admin@338),https://attack.mitre.org/software/S0042,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: FireEye admin@338),,(Citation: FireEye admin@338)",低球,[lowball]（https://attack.mitre.org/software/s0042）是[admin@338]（https://attack.mitre.org/groups/g0018）使用的恶意软件。它于2015年8月在针对基于香港的媒体组织的电子邮件中使用。 （引文：FireEye Admin@338）
S0349,LaZagne,"[LaZagne](https://attack.mitre.org/software/S0349) is a post-exploitation, open-source tool used to recover stored passwords on a system. It has modules for Windows, Linux, and OSX, but is mainly focused on Windows systems. [LaZagne](https://attack.mitre.org/software/S0349) is publicly available on GitHub.(Citation: GitHub LaZagne Dec 2018)",https://attack.mitre.org/software/S0349,30 January 2019,15 October 2021,1.3,,"Linux, Windows, macOS",,tool,"(Citation: FireEye APT35 2018),(Citation: Kaspersky Cloud Atlas August 2019),(Citation: ATT TeamTNT Chimaera September 2020),(Citation: Symantec Leafminer July 2018),(Citation: TrendMicro Tonto Team October 2020),(Citation: Symantec Buckeye),(Citation: Symantec Elfin Mar 2019),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: ESET EvilNum July 2020),(Citation: Symantec MuddyWater Dec 2018),,(Citation: GitHub LaZagne Dec 2018)",拉扎恩,[lazagne]（https://attack.mitre.org/software/s0349）是一种后爆炸，开放式工具，用于在系统上恢复存储的密码。它具有用于Windows，Linux和OSX的模块，但主要集中在Windows系统上。 [Lazagne]（https://attack.mitre.org/software/s0349）在GitHub上公开可用。（引用：Github Lazagne 2018年12月）
S0395,LightNeuron,[LightNeuron](https://attack.mitre.org/software/S0395) is a sophisticated backdoor that has targeted Microsoft Exchange servers since at least 2014. [LightNeuron](https://attack.mitre.org/software/S0395) has been used by [Turla](https://attack.mitre.org/groups/G0010) to target diplomatic and foreign affairs-related organizations. The presence of certain strings in the malware suggests a Linux variant of [LightNeuron](https://attack.mitre.org/software/S0395) exists.(Citation: ESET LightNeuron May 2019),https://attack.mitre.org/software/S0395,28 June 2019,30 March 2020,1.1,,"Linux, Windows",,malware,"(Citation: ESET LightNeuron May 2019),(Citation: Secureworks IRON HUNTER Profile),,(Citation: ESET LightNeuron May 2019)",Lightneuron,[LightNeuron]（https://attack.mitre.org/software/s0395）是一个复杂的后门，至少从2014年开始就针对Microsoft Exchange服务器。 ）已被[Turla]（https://attack.mitre.org/groups/g0010）使用，以针对与外交和外交事务相关的组织。恶意软件中某些字符串的存在表明存在[LightNeuron]（https://attack.mitre.org/software/s0395）的Linux变体。（引用：Eset Lightneuron 2019年5月）
S0211,Linfo,[Linfo](https://attack.mitre.org/software/S0211) is a rootkit trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Linfo May 2012),https://attack.mitre.org/software/S0211,18 April 2018,06 January 2021,1.1,,Windows,,malware,"(Citation: Symantec Elderwood Sept 2012),,(Citation: Symantec Linfo May 2012)",linfo,[linfo]（https://attack.mitre.org/software/s0211）是[Elderwood]（https://attack.mitre.org/groups/g0066）使用的rootkit trojan，可在妥协的主机上打开后门。 （引文：Symantec Elderwood 2012年9月）（引文：Symantec Linfo 2012年5月）
S0362,Linux Rabbit,"[Linux Rabbit](https://attack.mitre.org/software/S0362) is malware that targeted Linux servers and IoT devices in a campaign lasting from August to October 2018. It shares code with another strain of malware known as Rabbot. The goal of the campaign was to install cryptocurrency miners onto the targeted servers and devices.(Citation: Anomali Linux Rabbit 2018)
",https://attack.mitre.org/software/S0362,04 March 2019,22 December 2020,1.2,,Linux,,malware,",,(Citation: Anomali Linux Rabbit 2018)",Linux兔子,"[Linux Rabbit]（https://attack.mitre.org/software/s0362）是恶意软件，该恶意软件针对的是Linux服务器和IoT设备，该广告系列持续时间为2018年8月至10月。它与另一种称为Rabbot的恶意软件菌株共享代码。该活动的目的是将加密货币矿工安装到目标服务器和设备上。（引用：Anomali Linux Rabbit 2018）
"
S0513,LiteDuke,"[LiteDuke](https://attack.mitre.org/software/S0513) is a third stage backdoor that was used by [APT29](https://attack.mitre.org/groups/G0016), primarily in 2014-2015. [LiteDuke](https://attack.mitre.org/software/S0513) used the same dropper as [PolyglotDuke](https://attack.mitre.org/software/S0518), and was found on machines also compromised by [MiniDuke](https://attack.mitre.org/software/S0051).(Citation: ESET Dukes October 2019)",https://attack.mitre.org/software/S0513,24 September 2020,04 October 2021,1.0,,Windows,,malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: ESET Dukes October 2019),,(Citation: ESET Dukes October 2019)",Liteduke,[liteduke]（https://attack.mitre.org/software/s0513）是[APT29]（https://attack.mitre.mitre.org/groups/g0016）使用的第三阶段后门2015。 [liteduke]（https://attack.mitre.org/software/s0513）使用与[polyglotduke]（https://attack.mitre.mitre.org/software/s0518）相同的滴管，并在机器上也被发现[Miniduke]（https://attack.mitre.org/software/s0051）。（引用：Eset Dukes 2019年10月）
S0680,LitePower,[LitePower](https://attack.mitre.org/software/S0680) is a downloader and second stage malware that has been used by [WIRTE](https://attack.mitre.org/groups/G0090) since at least 2021.(Citation: Kaspersky WIRTE November 2021),https://attack.mitre.org/software/S0680,02 February 2022,16 April 2022,1.0,,Windows,,malware,"(Citation: Kaspersky WIRTE November 2021),,(Citation: Kaspersky WIRTE November 2021)",LitePower,[litepower]（https://attack.mitre.org/software/s0680）是下载器和第二阶段恶意软件，自从[wirte]（https://attack.mitre.mitre.org/groups/g0090）使用以来至少2021。
S0681,Lizar,[Lizar](https://attack.mitre.org/software/S0681) is a modular remote access tool written using the .NET Framework that shares structural similarities to [Carbanak](https://attack.mitre.org/software/S0030). It has likely been used by [FIN7](https://attack.mitre.org/groups/G0046) since at least February 2021.(Citation: BiZone Lizar May 2021)(Citation: Threatpost Lizar May 2021)(Citation: Gemini FIN7 Oct 2021),https://attack.mitre.org/software/S0681,02 February 2022,15 April 2022,1.0,Sittikorn Sangrattanapitak,Windows,Tirion,malware,"(Citation: Threatpost Lizar May 2021),(Citation: Gemini FIN7 Oct 2021),,(Citation: Threatpost Lizar May 2021),(Citation: BiZone Lizar May 2021)",蜥蜴,[lizar]（https://attack.mitre.org/software/s0681）是使用.NET框架编写的模块化远程访问工具，该框架与[Carbanak]共享结构性相似性（https://attack.mitre.mitre.org/software /s0030）。自2021年2月以来，[Fin7]（https://attack.mitre.org/groups/g0046）可能已经使用它。 FIN7 2021年10月）
S0397,LoJax,[LoJax](https://attack.mitre.org/software/S0397) is a UEFI rootkit used by [APT28](https://attack.mitre.org/groups/G0007) to persist remote access software on targeted systems.(Citation: ESET LoJax Sept 2018),https://attack.mitre.org/software/S0397,02 July 2019,30 March 2020,1.1,"Jean-Ian Boutin, ESET",Windows,,malware,"(Citation: ESET LoJax Sept 2018),,(Citation: ESET LoJax Sept 2018)",lojax,[lojax]（https://attack.mitre.org/software/s0397）是[apt28]（https://attack.mitre.org/groups/g0007）使用的UEFI rootkit，可在目标远程访问系统上使用目标远程访问软件。（引文：Eset Lojax 2018年9月）
S0372,LockerGoga,"[LockerGoga](https://attack.mitre.org/software/S0372) is ransomware that was first reported in January 2019, and has been tied to various attacks on European companies, including industrial and manufacturing firms.(Citation: Unit42 LockerGoga 2019)(Citation: CarbonBlack LockerGoga 2019)",https://attack.mitre.org/software/S0372,16 April 2019,23 May 2022,2.0,Joe Slowik -  Dragos,Windows,,malware,"(Citation: FireEye FIN6 Apr 2019),,(Citation: Unit42 LockerGoga 2019),(Citation: CarbonBlack LockerGoga 2019),(Citation: Wired Lockergoga 2019)",Lockergoga,[lockergoga]（https://attack.mitre.org/software/s0372）是勒索软件，于2019年1月首次报道，并与包括工业和制造公司在内的欧洲公司的各种攻击有关。 2019）（引文：Carbonblack Lockergoa 2019）
S0447,Lokibot,"[Lokibot](https://attack.mitre.org/software/S0447) is a widely distributed information stealer that was first reported in 2015. It is designed to steal sensitive information such as usernames, passwords, cryptocurrency wallets, and other credentials. [Lokibot](https://attack.mitre.org/software/S0447) can also create a backdoor into infected systems to allow an attacker to install additional payloads.(Citation: Infoblox Lokibot January 2019)(Citation: Morphisec Lokibot April 2020)(Citation: CISA Lokibot September 2020)",https://attack.mitre.org/software/S0447,14 May 2020,11 October 2021,2.0,"Daniyal Naeem, BT Security",Windows,,malware,"(Citation: Unit42 SilverTerrier 2018),,(Citation: TrendMicro Msiexec Feb 2018),(Citation: Talos Lokibot Jan 2021),(Citation: FSecure Lokibot November 2019),(Citation: Infoblox Lokibot January 2019)",Lokibot,[lokibot]（https://attack.mitre.org/software/s0447）是一个广泛分布的信息窃取器，于2015年首次报道。它旨在窃取敏感信息，例如用户名，密码，加密货币钱包和其他凭据。 [lokibot]（https://attack.mitre.org/software/s0447）还可以在受感染的系统中创建后门，以允许攻击者安装其他有效负载。（引用：infoblox lokibot 2019年1月） ）（引文：CISA Lokibot 2020年9月）
S0582,LookBack,[LookBack](https://attack.mitre.org/software/S0582) is a remote access trojan written in C++ that was used against at least three US utility companies in July 2019. The TALONITE activity group has been observed using [LookBack](https://attack.mitre.org/software/S0582).(Citation: Proofpoint LookBack Malware Aug 2019)(Citation: Dragos TALONITE)(Citation: Dragos Threat Report 2020),https://attack.mitre.org/software/S0582,01 March 2021,26 April 2021,1.0,,Windows,,malware,",,(Citation: Proofpoint LookBack Malware Aug 2019)",回望,[BeackBack]（https://attack.mitre.org/software/s0582）是一款远程访问C ++编写的远程访问Trojan，在2019年7月在至少三家美国公用事业公司中使用。 ]（https://attack.mitre.org/software/s0582）。
S0451,LoudMiner,[LoudMiner](https://attack.mitre.org/software/S0451) is a cryptocurrency miner which uses virtualization software to siphon system resources. The miner has been bundled with pirated copies of Virtual Studio Technology (VST) for Windows and macOS.(Citation: ESET LoudMiner June 2019),https://attack.mitre.org/software/S0451,18 May 2020,12 October 2021,1.2,,"Windows, macOS",,malware,",,(Citation: ESET LoudMiner June 2019)",响亮的人,[LoudMiner]（https://attack.mitre.org/software/s0451）是一款加密货币矿工，它使用虚拟化软件来滴答系统资源。该矿工已与Windows和Macos的虚拟工作室技术（VST）的盗版副本捆绑在一起。
S0121,Lslsass,[Lslsass](https://attack.mitre.org/software/S0121) is a publicly-available tool that can dump active logon session password hashes from the lsass process. (Citation: Mandiant APT1),https://attack.mitre.org/software/S0121,31 May 2017,30 March 2020,1.1,,Windows,,tool,"(Citation: Mandiant APT1),,(Citation: Mandiant APT1)",LSLSASS,[LSLSASS]（https://attack.mitre.org/software/s0121）是一种公开的工具，可以从LSASS进程中转移活动登录会话密码哈希。 （引用：Mandiant APT1）
S0532,Lucifer,[Lucifer](https://attack.mitre.org/software/S0532) is a crypto miner and DDoS hybrid malware that leverages well-known exploits to spread laterally on Windows platforms.(Citation: Unit 42 Lucifer June 2020),https://attack.mitre.org/software/S0532,16 November 2020,01 October 2021,1.1,"Daniyal Naeem, BT Security",Windows,,malware,",,(Citation: Unit 42 Lucifer June 2020)",路西法,[Lucifer]（https://attack.mitre.org/software/s0532）是一款加密矿工和DDOS混合恶意软件，利用众所周知的利用来横向散布在Windows平台上（引用：42 Unit 42 Lucifer 2020年6月6月6月））
S0010,Lurid,"[Lurid](https://attack.mitre.org/software/S0010) is a malware family that has been used by several groups, including [PittyTiger](https://attack.mitre.org/groups/G0011), in targeted attacks as far back as 2006. (Citation: Villeneuve 2014) (Citation: Villeneuve 2011)",https://attack.mitre.org/software/S0010,31 May 2017,31 March 2020,1.1,,Windows,Enfal,malware,"(Citation: Villeneuve 2014),,(Citation: Villeneuve 2011)",Lurid,[lurid]（https://attack.mitre.org/software/s0010）是一个恶意软件家族，已被几个组使用，包括[pittytiger]（https：//attack.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.org/groups/g0011），，在2006年的有针对性攻击中。（引文：Villeneuve 2014）（引文：Villeneuve 2011）
S0500,MCMD,[MCMD](https://attack.mitre.org/software/S0500) is a remote access tool that provides remote command shell capability used by [Dragonfly 2.0](https://attack.mitre.org/groups/G0074).(Citation: Secureworks MCMD July 2019),https://attack.mitre.org/software/S0500,13 August 2020,29 July 2022,1.1,,Windows,,tool,"(Citation: Secureworks MCMD July 2019),,(Citation: Secureworks MCMD July 2019)",MCMD,[MCMD]（https://attack.mitre.org/software/s0500）是一种远程访问工具，可提供[Dragonfly 2.0]使用的远程命令Shell功能（https：//attack.mitre.mitre.mitre.mitre.mitre.org/groups/g0074）） 。（引用：SecureWorks MCMD 2019年7月）
S0443,MESSAGETAP,"[MESSAGETAP](https://attack.mitre.org/software/S0443) is a data mining malware family deployed by [APT41](https://attack.mitre.org/groups/G0096) into telecommunications networks to monitor and save SMS traffic from specific phone numbers, IMSI numbers, or that contain specific keywords. (Citation: FireEye MESSAGETAP October 2019)",https://attack.mitre.org/software/S0443,11 May 2020,24 June 2020,1.0,,Linux,,malware,"(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye MESSAGETAP October 2019),,(Citation: FireEye MESSAGETAP October 2019)",Messagetap,[MESSAGETAP](https://attack.mitre.org/software/S0443) is a data mining malware family deployed by [APT41](https://attack.mitre.org/groups/G0096) into telecommunications networks to monitor and从特定的电话号码，IMSI号或包含特定关键字的特定电话号码中保存SMS流量。 （引文：FireEye Messagetap 2019年10月）
S0233,MURKYTOP,[MURKYTOP](https://attack.mitre.org/software/S0233) is a reconnaissance tool used by [Leviathan](https://attack.mitre.org/groups/G0065). (Citation: FireEye Periscope March 2018),https://attack.mitre.org/software/S0233,18 April 2018,30 March 2020,1.1,,Windows,,malware,"(Citation: FireEye Periscope March 2018),(Citation: CISA AA21-200A APT40 July 2021),,(Citation: FireEye Periscope March 2018)",Murkytop,[murkytop]（https://attack.mitre.org/software/s0233）是[leviathan]（https://attack.mitre.mitre.org/groups/g0065）使用的侦察工具。 （引文：2018年3月FireEye Periscope）
S1016,MacMa,[MacMa](https://attack.mitre.org/software/S1016) is a macOS-based backdoor with a large set of functionalities to control and exfiltrate files from a compromised computer. [MacMa](https://attack.mitre.org/software/S1016) has been observed in the wild since November 2021.(Citation: ESET DazzleSpy Jan 2022),https://attack.mitre.org/software/S1016,06 May 2022,20 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",macOS,"DazzleSpy, OSX.CDDS",malware,",,(Citation: ESET DazzleSpy Jan 2022),(Citation: SentinelOne MacMa Nov 2021),(Citation: Objective-See MacMa Nov 2021)",Macma,[MACMA]（https://attack.mitre.org/software/s1016）是一种基于MacOS的后门，具有大量功能，可以从折衷的计算机中控制和删除文件。 [MACMA]（https://attack.mitre.org/software/s1016）自2021年11月以来一直在野外观察到。（引用：Eset Dazzlespy 2022年1月）
S0282,MacSpy,[MacSpy](https://attack.mitre.org/software/S0282) is a malware-as-a-service offered on the darkweb  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0282,17 October 2018,30 March 2020,1.1,,macOS,,malware,",,(Citation: alientvault macspy),(Citation: objsee mac malware 2017)",MacSpy,[MACSPY]（https://attack.mitre.org/software/s0282）是DarkWeb上提供的恶意软件-AS-A-Service（引用：OBJSEE MAC MAC MALWARE 2017）。
S0409,Machete,[Machete](https://attack.mitre.org/software/S0409) is a cyber espionage toolset used by [Machete](https://attack.mitre.org/groups/G0095). It is a Python-based backdoor targeting Windows machines that was first observed in 2010.(Citation: ESET Machete July 2019)(Citation: Securelist Machete Aug 2014)(Citation: 360 Machete Sep 2020),https://attack.mitre.org/software/S0409,13 September 2019,12 April 2021,2.0,"Matias Nicolas Porolli, ESET",Windows,Pyark,malware,"(Citation: Securelist Machete Aug 2014),(Citation: ESET Machete July 2019),,(Citation: Securelist Machete Aug 2014),(Citation: ESET Machete July 2019),(Citation: 360 Machete Sep 2020),(Citation: Cylance Machete Mar 2017)",砍刀,[Machete]（https://attack.mitre.org/software/s0409）是[Machete]（https://attack.mitre.org/groups/g0095）使用的网络间谍工具集。这是一款位于Python的后门瞄准机器，于2010年首次观察到。
S0413,MailSniper,"MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used by a non-administrative user to search their own email, or by an Exchange administrator to search the mailboxes of every user in a domain.(Citation: GitHub MailSniper)",https://attack.mitre.org/software/S0413,05 October 2019,30 March 2020,1.1,,"Azure AD, Office 365, Windows",,tool,"(Citation: Symantec Leafminer July 2018),,(Citation: GitHub MailSniper),(Citation: Black Hills Attacking Exchange MailSniper, 2016)",mailsniper,Mailsniper是一种渗透测试工具，用于通过Microsoft Exchange环境中的电子邮件搜索特定术语（密码，内部Intel，网络体系结构信息等）。非管理用户可以使用它来搜索自己的电子邮件，也可以由Exchange管理员搜索域中每个用户的邮箱。（引用：GitHub Mailsniper）
